SET_ALWAYS_FINISH;Allows an application to control whether activities are immediately finished when put in the background. Not for use by third-party applications.;signature|system;android.permission.SET_ALWAYS_FINISH
SET_ANIMATION_SCALE;Modify the global animation scaling factor. Not for use by third-party applications.;signature|system;android.permission.SET_ANIMATION_SCALE
SET_DEBUG_APP;Configure an application for debugging. Not for use by third-party applications.;signature|system;android.permission.SET_DEBUG_APP
SET_INPUT_CALIBRATION;Allows the app to modify the calibration parameters of the touch screen. Should never be needed for normal apps.;signature;android.permission.SET_INPUT_CALIBRATION
SET_KEYBOARD_LAYOUT;Allows the app to change the keyboard layout. Should never be needed for normal apps.;signature;android.permission.SET_KEYBOARD_LAYOUT
SET_ORIENTATION;Allows the app to change the rotation of the screen at any time. Should never be needed for normal apps.;signature;android.permission.SET_ORIENTATION
SET_POINTER_SPEED;Allows the app to change the mouse or trackpad pointer speed at any time. Should never be needed for normal apps.;signature;android.permission.SET_POINTER_SPEED
SET_PREFERRED_APPLICATIONS;;;android.permission.SET_PREFERRED_APPLICATIONS
SET_PROCESS_LIMIT;Allows an application to set the maximum number of (not needed) application processes that can be running. Not for use by third-party applications.;signature|system;android.permission.SET_PROCESS_LIMIT
SET_TIME;Allows applications to set the system time. Not for use by third-party applications.;signature|system;android.permission.SET_TIME
SET_TIME_ZONE;Allows applications to set the system time zone. Not for use by third-party applications.;signature|system;android.permission.SET_TIME_ZONE
SET_WALLPAPER;Allows applications to set the wallpaper.;normal;android.permission.SET_WALLPAPER
SET_WALLPAPER_HINTS;Allows applications to set the wallpaper hints.;normal;android.permission.SET_WALLPAPER_HINTS
SHUTDOWN;Puts the activity manager into a shutdown state. Does not perform a complete shutdown.;signature|system;android.permission.SHUTDOWN
SIGNAL_PERSISTENT_PROCESSES;Allow an application to request that a signal be sent to all persistent processes. Not for use by third-party applications.;signature|system;android.permission.SIGNAL_PERSISTENT_PROCESSES
START_PRINT_SERVICE_CONFIG_ACTIVITY;Allows the holder to start the configuration activities of a print service. Should never be needed for normal apps.;signature;android.permission.START_PRINT_SERVICE_CONFIG_ACTIVITY
STATUS_BAR;Allows the app to disable the status bar or add and remove system icons.;signature|system;android.permission.STATUS_BAR
STATUS_BAR_SERVICE;Allows the app to be the status bar.;signature;android.permission.STATUS_BAR_SERVICE
STOP_APP_SWITCHES;Prevents the user from switching to another app.;signature|system;android.permission.STOP_APP_SWITCHES
SYSTEM_ALERT_WINDOW;Allows an app to create windows using the type TYPE_APPLICATION_OVERLAY, shown on top of all other apps. Very few apps should use this permission, these windows are intended for system-level interaction with the user.;signature;android.permission.SYSTEM_ALERT_WINDOW
TEMPORARY_ENABLE_ACCESSIBILITY;Allows an application to temporarily enable accessibility on the device. Malicious apps may enable accessibility without user consent.;signature;android.permission.TEMPORARY_ENABLE_ACCESSIBILITY
TRANSMIT_IR;Allows using the device's IR transmitter, if available.;normal;android.permission.TRANSMIT_IR
TRUST_LISTENER;Allows an application to listen for changes in trust state.;signature;android.permission.TRUST_LISTENER
TV_INPUT_HARDWARE;;signature|system;android.permission.TV_INPUT_HARDWARE
UNINSTALL_SHORTCUT;This permission is no longer supported.;;com.android.launcher.permission.UNINSTALL_SHORTCUT
UPDATE_APP_OPS_STATS;Allows the app to modify collected application operation statistics. Not for use by normal apps.;signature|system;android.permission.UPDATE_APP_OPS_STATS
UPDATE_DEVICE_STATS;Allows the app to modify collected battery statistics. Not for use by normal apps.;signature|system;android.permission.UPDATE_DEVICE_STATS
UPDATE_LOCK;Allows the holder to offer information to the system about when would be a good time for a noninteractive reboot to upgrade the device.;signature|system;android.permission.UPDATE_LOCK
USER_ACTIVITY;Allows the app to reset the display timeout.;signature|system;android.permission.USER_ACTIVITY
USE_FINGERPRINT;Allows an app to use fingerprint hardware.;normal;android.permission.USE_FINGERPRINT
USE_SIP;Allows an application to use SIP service.;dangerous;android.permission.USE_SIP
VIBRATE;Allows access to the vibrator.;normal;android.permission.VIBRATE
WAKE_LOCK;Allows using PowerManager WakeLocks to keep processor from sleeping or screen from dimming.;normal;android.permission.WAKE_LOCK
WAPPUSH_MANAGER_BIND;;signature|system;com.android.smspush.WAPPUSH_MANAGER_BIND
WHITELIST_BLUETOOTH_DEVICE;Allows the app to temporarily whitelist a Bluetooth device, allowing that device to send files to this device without user confirmation.;signature;com.android.permission.WHITELIST_BLUETOOTH_DEVICE
WRITE_APN_SETTINGS;Allows applications to write the apn settings. Not for use by third-party applications.;signature|system;android.permission.WRITE_APN_SETTINGS
WRITE_CALENDAR;Allows an application to write the user's calendar data.;dangerous;android.permission.WRITE_CALENDAR
WRITE_CALL_LOG;Allows an application to write (but not read) the user's call log data.;dangerous;android.permission.WRITE_CALL_LOG
WRITE_CONTACTS;Allows an application to write the user's contacts data.;dangerous;android.permission.WRITE_CONTACTS
WRITE_EXTERNAL_STORAGE;Allows an application to write to external storage.;dangerous;android.permission.WRITE_EXTERNAL_STORAGE
WRITE_GSERVICES;Allows the app to modify the Google services map. Not for use by normal apps.;signature|system;android.permission.WRITE_GSERVICES
WRITE_SECURE_SETTINGS;Allows an application to read or write the secure system settings. Not for use by third-party applications.;signature|system;android.permission.WRITE_SECURE_SETTINGS
WRITE_SETTINGS;Allows an application to read or write the system settings.;signature;android.permission.WRITE_SETTINGS
WRITE_SYNC_SETTINGS;Allows applications to write the sync settings.;normal;android.permission.WRITE_SYNC_SETTINGS
WRITE_VOICEMAIL;Allows an application to modify and remove existing voicemails in the system.;signature|privileged;com.android.voicemail.permission.WRITE_VOICEMAIL
